iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_effort/weight,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/even_stance,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/nose_dived,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
33,21.461472,757.440002,0.49372,0.574429,0.5,0.0,0.554276,76877.0,0.3539,1.195163,0.079639,0.276642,-0.079911,0.187623,10.11845,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.377975,-0.003199,-0.009771,0.0,-0.006,-0.291558,-1.134679,-0.107917,-0.019253,0.586485,-0.165124,-0.064983,-0.129293,-0.082309,0.932248,0.348172,-0.403908,-0.039101,-0.176074,0.0,2.833333,0.032111,0.141487,0.219113
34,25.136881,791.75,0.532982,0.62411,0.285714,0.0,0.548074,89894.0,0.356145,1.230321,0.07318,0.282963,-0.076362,0.179925,10.079619,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.397967,-0.003417,-0.009633,0.0,-0.005397,-0.297708,-1.185054,-0.106776,-0.019899,0.594201,-0.160919,-0.064862,-0.130157,-0.084986,1.007313,0.401319,-0.422632,-0.031617,-0.212663,0.0,2.952381,0.030805,0.138977,0.182936
35,27.919302,811.02002,0.563186,0.623279,0.304348,0.0,0.541388,84206.0,0.384109,1.238592,0.086432,0.311055,-0.080214,0.196204,10.074222,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.412672,-0.003527,-0.01068,0.0,-0.002303,-0.302072,-1.227649,-0.115048,-0.020501,0.624673,-0.171287,-0.065336,-0.134144,-0.088311,1.004494,0.414983,-0.437225,-0.050047,-0.146681,0.0,3.26087,0.02803,0.142831,0.160239
36,28.665586,849.01001,0.590924,0.654238,0.25,0.0,0.535847,84183.0,0.381921,1.285842,0.084496,0.305354,-0.080832,0.186834,10.042315,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.424449,-0.003619,-0.011431,0.0,-0.004639,-0.311963,-1.243746,-0.11729,-0.021209,0.6261,-0.175225,-0.067071,-0.135174,-0.088758,1.070384,0.427443,-0.443341,-0.038088,-0.188515,0.0,2.875,0.024135,0.145951,0.17295
37,29.180094,845.940002,0.590345,0.633182,0.434783,0.0,0.530284,86656.0,0.370355,1.231252,0.096885,0.318162,-0.084303,0.229887,10.057108,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.408976,-0.003371,-0.010486,0.0,-0.005855,-0.301921,-1.174123,-0.109902,-0.019696,0.643326,-0.170397,-0.067531,-0.126156,-0.086441,1.043692,0.412718,-0.418987,-0.062573,-0.289714,0.0,3.0,0.027072,0.158522,0.198538
38,29.310064,876.22998,0.612008,0.697494,0.090909,0.0,0.523482,74889.0,0.434859,1.420382,0.106586,0.345979,-0.09163,0.21921,10.066007,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.460438,-0.003848,-0.01232,0.0,-0.002727,-0.325949,-1.311687,-0.125009,-0.022078,0.698116,-0.195968,-0.07832,-0.144587,-0.094124,1.109146,0.447812,-0.46845,-0.055399,-0.243819,0.0,2.772727,0.024859,0.162953,0.136994
39,33.631168,907.580017,0.619136,0.6996,0.291667,0.0,0.516632,63887.0,0.41252,1.348475,0.084914,0.324096,-0.082403,0.20513,10.013444,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.451584,-0.003882,-0.012441,0.0,-0.003528,-0.325148,-1.261671,-0.120289,-0.021873,0.664068,-0.179829,-0.071279,-0.142776,-0.094873,1.129992,0.476802,-0.451696,-0.031534,-0.151524,0.0,2.583333,0.028699,0.178136,0.169828
40,35.038109,940.109985,0.670386,0.731423,0.166667,0.0,0.510958,62636.0,0.416763,1.447619,0.097465,0.327601,-0.087624,0.231575,10.028522,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.479803,-0.004111,-0.015198,0.0,-0.001226,-0.342776,-1.338777,-0.125199,-0.023186,0.708745,-0.190015,-0.077405,-0.143475,-0.097822,1.258125,0.50851,-0.479858,-0.054384,-0.216203,0.0,3.208333,0.027613,0.161263,0.146743
41,37.845802,980.119995,0.658075,0.742653,0.136364,0.0,0.505897,66593.0,0.441888,1.423686,0.10808,0.363772,-0.09258,0.241727,10.068787,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.484998,-0.004074,-0.014162,0.0,-0.001229,-0.347797,-1.33242,-0.129605,-0.023567,0.728462,-0.194894,-0.07712,-0.14768,-0.099324,1.209084,0.532576,-0.477529,-0.036317,-0.204729,0.0,24.727274,0.02872,0.13463,0.134607
42,40.327446,990.450012,0.683645,0.754217,0.130435,0.0,0.500036,62419.0,0.431782,1.44571,0.109145,0.363378,-0.090837,0.255126,10.068604,-0.0002,-0.1,-0.002,-0.05,-0.06,-0.2,0.495933,-0.004125,-0.015882,0.0,-0.001161,-0.343499,-1.301416,-0.125427,-0.023155,0.740677,-0.183027,-0.076848,-0.141702,-0.099926,1.283874,0.572208,-0.468866,-0.05548,-0.272341,0.0,5.695652,0.025646,0.184675,0.125884
