iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force
136,69.210999,1000.0,0.910692,0.955361,0.0,0.0,0.634869,52866.0,0.296805,1.708014,0.162327,1.0103,-0.117381,0.540668,8.405223
137,68.638947,1000.0,0.916227,0.957265,0.0,0.0,0.631878,50758.0,0.299014,1.759444,0.165608,1.003579,-0.117844,0.500511,8.41669
138,67.050018,999.429993,0.910935,0.951759,0.090909,0.0,0.62908,52735.0,0.302818,1.706978,0.166233,1.048162,-0.122908,0.504637,8.364074
139,69.347115,997.330017,0.909572,0.951541,0.047619,0.0,0.62764,47603.0,0.297704,1.736068,0.164189,1.044616,-0.120531,0.536284,8.373963
140,69.327316,1000.0,0.91285,0.954927,0.0,0.0,0.625523,50087.0,0.297176,1.727189,0.166419,1.035752,-0.120229,0.562817,8.413385
141,68.276909,1000.0,0.911434,0.954793,0.0,0.0,0.623488,55276.0,0.29266,1.740963,0.166379,1.073187,-0.122543,0.543208,8.414497
142,70.64827,1000.0,0.91401,0.953936,0.0,0.0,0.621858,54340.0,0.288031,1.702119,0.157918,0.970624,-0.110655,0.554516,8.37951
143,73.641556,1000.0,0.916702,0.957688,0.0,0.0,0.619678,58429.0,0.293921,1.70592,0.164824,0.980165,-0.113587,0.594703,8.398307
144,74.041435,1000.0,0.916898,0.957755,0.0,0.0,0.617602,53495.0,0.293298,1.698129,0.168602,1.0361,-0.1184,0.53547,8.386477
145,70.648758,1000.0,0.911229,0.955067,0.0,0.0,0.614839,54696.0,0.294602,1.718246,0.168294,1.048108,-0.120595,0.498094,8.411804
146,68.820572,1000.0,0.9148,0.956311,0.0,0.0,0.612578,49239.0,0.290626,1.67956,0.168941,1.016899,-0.115593,0.532037,8.379676
147,70.438484,1000.0,0.914378,0.959017,0.0,0.0,0.610048,54277.0,0.291088,1.67241,0.170632,0.996427,-0.112458,0.565394,8.415699
148,71.449097,1000.0,0.914295,0.957264,0.0,0.0,0.607971,57066.0,0.298538,1.696938,0.175882,1.073246,-0.123707,0.600796,8.349676
149,69.949188,993.539978,0.874896,0.922339,0.055556,0.0,0.605799,57830.0,0.283119,1.653321,0.169356,1.121642,-0.125566,0.490998,8.402451
150,68.980423,993.539978,0.91678,0.956988,0.0,0.0,0.60399,52826.0,0.293403,1.680948,0.164267,0.922041,-0.102216,0.523381,8.373917
151,70.371078,993.539978,0.919174,0.960228,0.0,0.0,0.603035,56877.0,0.283634,1.679368,0.166751,1.026881,-0.117557,0.542674,8.373217
152,75.35762,1000.0,0.920525,0.95796,0.0,0.0,0.601269,52874.0,0.287717,1.714574,0.170819,1.019862,-0.114741,0.569351,8.361248
153,74.789253,1000.0,0.907963,0.956875,0.0,0.0,0.599951,55814.0,0.286299,1.698519,0.162436,1.024205,-0.112737,0.546153,8.348008
154,71.068665,1000.0,0.908865,0.952474,0.0,0.0,0.598505,50196.0,0.287448,1.721389,0.177678,1.142147,-0.125969,0.445248,8.39063
155,70.565735,1000.0,0.919912,0.957681,0.0,0.0,0.598782,60367.0,0.280826,1.722194,0.168837,1.015696,-0.11172,0.503783,8.377185
156,68.047424,1000.0,0.91056,0.954078,0.0,0.0,0.597758,50738.0,0.293122,1.756722,0.171228,1.032952,-0.116361,0.555255,8.385882
157,72.56665,1000.0,0.913695,0.95854,0.0,0.0,0.597314,57510.0,0.287944,1.648535,0.170384,0.964704,-0.106045,0.60688,8.402302
158,73.576309,1000.0,0.914621,0.955642,0.0,0.0,0.59567,59872.0,0.28172,1.682621,0.173447,0.986869,-0.108712,0.505891,8.392481
159,71.851952,997.130005,0.8985,0.935412,0.071429,0.0,0.595096,56743.0,0.283002,1.651404,0.168374,0.896904,-0.097676,0.440738,8.389591
160,71.029572,997.130005,0.916891,0.9557,0.0,0.0,0.594861,53295.0,0.283148,1.677338,0.168871,0.982934,-0.108784,0.516179,8.379236
161,69.435715,997.130005,0.923121,0.95881,0.0,0.0,0.594202,48670.0,0.278174,1.687792,0.177903,1.021813,-0.110539,0.555232,8.354604
162,70.668015,997.130005,0.904204,0.953384,0.0,0.0,0.593525,62475.0,0.279942,1.730892,0.172867,1.082101,-0.116961,0.479191,8.408499
163,72.882248,998.640015,0.90722,0.950494,0.058824,0.0,0.592559,61381.0,0.282328,1.729993,0.181219,1.065295,-0.116248,0.51739,8.406322
164,72.342506,992.409973,0.879745,0.921794,0.055556,0.0,0.591732,58654.0,0.280197,1.611906,0.17839,0.999499,-0.110191,0.559974,8.405785
165,74.704765,990.26001,0.914068,0.955723,0.066667,0.0,0.590448,54177.0,0.271851,1.670296,0.16412,0.966537,-0.10204,0.593833,8.361195
166,73.817719,991.619995,0.91531,0.958036,0.0,0.0,0.590346,38237.0,0.27894,1.706491,0.178459,1.016748,-0.109586,0.546214,8.396502
167,74.831505,997.849976,0.91243,0.957394,0.0,0.0,0.590005,42412.0,0.279143,1.686443,0.177224,1.04254,-0.112387,0.578312,8.3827
168,77.074379,1000.0,0.915785,0.957997,0.0,0.0,0.589477,30158.0,0.281052,1.678314,0.187173,1.070347,-0.116079,0.564869,8.374456
169,72.681244,990.119995,0.911291,0.953044,0.083333,0.0,0.589559,44571.0,0.281951,1.684395,0.184619,1.03352,-0.112252,0.515509,8.345572
170,71.997658,1000.0,0.917827,0.959168,0.0,0.0,0.58974,49739.0,0.284063,1.683291,0.188311,1.036682,-0.112729,0.541982,8.373835
171,74.197845,998.950012,0.915934,0.957731,0.041667,0.0,0.589334,50509.0,0.278871,1.683151,0.18279,1.04704,-0.11203,0.516845,8.337857
172,71.886978,1000.0,0.915068,0.9581,0.0,0.0,0.588452,49518.0,0.280133,1.687441,0.185052,1.053786,-0.112974,0.52807,8.403625
173,73.615662,1000.0,0.916965,0.958741,0.0,0.0,0.586829,50019.0,0.279439,1.684818,0.186714,1.058616,-0.113131,0.535165,8.345634
174,73.498878,1000.0,0.911594,0.95345,0.041667,0.0,0.584755,43681.0,0.278045,1.677889,0.187498,1.068748,-0.114259,0.557103,8.357006
175,77.765343,1000.0,0.91915,0.960749,0.0,0.0,0.583272,46924.0,0.277721,1.679533,0.189873,1.057964,-0.11366,0.576312,8.375025
176,74.472122,1000.0,0.913234,0.957452,0.0,0.0,0.582968,47665.0,0.27788,1.685873,0.188072,1.06464,-0.112381,0.509906,8.35253
177,75.738304,1000.0,0.91701,0.960055,0.0,0.0,0.580621,47337.0,0.277317,1.656875,0.189073,1.059555,-0.112589,0.577719,8.378469
