iteration,reward,episode_length,height_reward,tilt_penalty,tipped_over,collapsed,exploration,steps_per_second
23,-5.3411,19.93,0.040055,-0.005597,314.458344,0.0,0.71194,11768.0
24,-4.793334,17.209999,0.032053,-0.004919,373.875,0.0,0.708917,11819.0
25,-4.393326,15.27,0.0275,-0.004545,405.916687,0.041667,0.700781,11840.0
26,-4.128124,14.36,0.025617,-0.004388,428.541687,0.041667,0.69239,11694.0
27,-3.952166,14.44,0.023543,-0.004192,464.25,0.0,0.679024,11766.0
28,-3.671222,13.07,0.022103,-0.004052,490.541687,0.0,0.665424,11849.0
29,-3.525409,12.92,0.020975,-0.003941,509.166687,0.0,0.651466,11759.0
30,-3.28496,11.97,0.020413,-0.003894,523.333374,0.041667,0.637445,11772.0
31,-3.155895,11.94,0.019785,-0.003842,535.875,0.0,0.622183,11819.0
32,-2.915772,11.7,0.019396,-0.003794,549.875,0.0,0.607939,11820.0
33,-2.760063,11.11,0.018865,-0.003741,562.916687,0.0,0.591108,11772.0
34,-2.60896,11.16,0.018652,-0.003705,570.333374,0.0,0.572272,11827.0
35,-2.467234,11.04,0.018482,-0.003684,578.125,0.0,0.552425,11792.0
36,-2.350517,11.33,0.018329,-0.003685,583.125,0.0,0.537021,11604.0
37,-2.186439,10.81,0.018343,-0.003699,585.333374,0.0,0.518356,11694.0
38,-2.038049,10.7,0.018285,-0.003713,585.25,0.0,0.503029,11762.0
39,-1.945678,11.08,0.018358,-0.003753,590.041687,0.0,0.489251,11738.0
40,-1.814378,11.18,0.018482,-0.003799,582.291687,0.0,0.472064,11794.0
41,-1.687207,10.96,0.01864,-0.003845,578.583374,0.0,0.465833,11757.0
42,-1.639388,10.95,0.019079,-0.003939,564.0,0.0,0.452893,11698.0
43,-1.553339,11.88,0.019626,-0.004028,555.375,0.0,0.436838,11789.0
44,-1.45989,11.65,0.020142,-0.004102,543.291687,0.0,0.428509,11852.0
45,-1.385514,12.15,0.020869,-0.004238,525.375,0.0,0.413453,11646.0
46,-1.283319,12.22,0.02167,-0.00435,511.666687,0.0,0.409209,11779.0
47,-1.243979,12.63,0.022783,-0.004519,487.958344,0.0,0.404269,11840.0
48,-1.192333,13.69,0.023907,-0.004686,470.208344,0.0,0.401486,11823.0
49,-1.129639,14.18,0.025264,-0.004861,445.75,0.0,0.396981,11707.0
50,-1.097718,14.97,0.026857,-0.005103,423.25,0.0,0.388555,11764.0
51,-1.01701,15.9,0.028201,-0.005297,405.041687,0.0,0.37871,11863.0
52,-0.975007,17.32,0.030306,-0.005616,375.625,0.0,0.369732,11749.0
53,-0.843357,18.620001,0.032393,-0.005948,350.833344,0.0,0.36127,11768.0
54,-0.745069,20.620001,0.034925,-0.006362,324.291687,0.0,0.354643,11832.0
55,-0.666,21.43,0.038555,-0.006909,285.625,0.0,0.350787,11735.0
56,-0.602676,24.41,0.04272,-0.007549,250.833344,0.0,0.348052,11885.0
57,-0.450318,28.469999,0.047954,-0.008221,207.166672,0.0,0.345723,11805.0
58,-0.40995,29.469999,0.056,-0.009377,164.75,0.0,0.343722,11900.0
59,-0.21513,36.869999,0.066997,-0.010611,120.833336,0.0,0.342712,11713.0
60,0.066149,50.540001,0.081065,-0.011956,85.333336,0.0,0.340995,11798.0
61,0.270213,61.799999,0.101597,-0.013527,62.583336,0.0,0.338619,11889.0
62,0.609389,76.279999,0.126462,-0.015719,45.5,0.0,0.333095,11792.0
63,0.962862,85.510002,0.153303,-0.01714,31.75,0.0,0.327617,11734.0
64,1.641535,105.419998,0.184525,-0.018531,21.458334,0.0,0.32092,11671.0
65,2.260911,128.070007,0.225156,-0.019919,16.416668,0.0,0.313075,11743.0
66,2.665502,134.330002,0.249777,-0.01998,12.791667,0.0,0.305892,11698.0
67,3.698936,165.029999,0.302248,-0.022133,12.708334,0.0,0.299647,11743.0
68,4.528301,185.610001,0.324753,-0.022726,12.375,0.0,0.294072,11623.0
69,5.238924,195.179993,0.358155,-0.022933,11.541667,0.0,0.2881,11663.0
70,5.851854,204.089996,0.392329,-0.024433,11.541667,0.0,0.284822,11764.0
71,7.097299,234.360001,0.434835,-0.025751,10.958334,0.0,0.279058,11818.0
72,7.940464,250.080002,0.468927,-0.026355,8.875,0.0,0.273876,11814.0
73,8.583879,259.899994,0.482284,-0.025229,9.041667,0.0,0.269746,11717.0
74,9.913218,286.480011,0.528726,-0.027674,9.916667,0.0,0.265327,11767.0
75,10.7238,299.700012,0.563034,-0.028805,9.25,0.0,0.262105,11719.0
76,11.769757,316.690002,0.588378,-0.029407,8.708334,0.0,0.257868,11741.0
77,11.971075,307.809998,0.61041,-0.029231,9.333334,0.0,0.254284,11698.0
78,12.842281,322.160004,0.629946,-0.029316,6.75,0.0,0.2522,11741.0
79,14.247345,349.790009,0.677421,-0.030467,9.083334,0.0,0.248663,11709.0
80,15.219784,369.549988,0.677087,-0.031039,7.791667,0.0,0.2461,11797.0
81,16.349121,383.950012,0.710267,-0.032214,8.166667,0.0,0.243285,11810.0
82,16.190256,367.359985,0.678703,-0.028924,7.25,0.0,0.240291,11744.0
83,18.151491,412.470001,0.821855,-0.034446,7.26087,0.0,0.237801,11398.0
84,17.766397,391.380005,0.76622,-0.0324,6.375,0.0,0.235473,11533.0
85,20.506861,447.679993,0.826601,-0.033869,7.541667,0.0,0.232806,11571.0
86,22.297668,470.0,0.868111,-0.032355,8.166667,0.0,0.231618,11118.0
87,20.505823,425.950012,0.849548,-0.032333,7.875,0.0,0.229357,11149.0
88,20.940601,421.779999,0.877831,-0.032104,7.583333,0.0,0.227578,11167.0
89,24.305552,486.269989,0.96817,-0.034192,6.833333,0.0,0.225586,11247.0
90,24.349552,483.970001,0.948202,-0.032703,8.0,0.0,0.223054,11110.0
91,24.653057,482.98999,0.947749,-0.033025,5.791667,0.0,0.221563,10725.0
92,26.044088,507.390015,0.999224,-0.031884,5.583333,0.0,0.219425,11180.0
93,27.106821,521.380005,1.006124,-0.0326,5.958333,0.0,0.218649,11473.0
94,29.02351,559.869995,1.080355,-0.035701,5.416667,0.0,0.216738,11572.0
95,29.220686,551.5,1.077631,-0.034121,6.166667,0.0,0.215015,11441.0
96,31.02619,587.630005,1.187307,-0.036443,5.166667,0.0,0.213844,12038.0
97,33.240604,631.119995,1.139345,-0.033379,5.625,0.0,0.212159,12027.0
