iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force
153,88.745674,982.780029,0.918085,0.950771,0.066667,0.0,0.598641,52998.0,0.261773,1.372021,0.129363,0.393042,-0.100279,0.900503,8.382959
154,86.172493,979.320007,0.888106,0.917899,0.055556,0.0,0.596711,47018.0,0.247868,1.344191,0.119461,0.416141,-0.102385,0.790408,8.386257
155,84.536247,983.359985,0.922475,0.955109,0.0625,0.0,0.595171,36060.0,0.253038,1.370714,0.123451,0.413422,-0.101897,0.806441,8.358062
156,86.363426,987.159973,0.927705,0.963824,0.0,0.0,0.593963,27789.0,0.264085,1.392152,0.133189,0.405381,-0.100886,0.888232,8.37012
157,89.018227,995.5,0.9328,0.964859,0.0,0.0,0.592045,35689.0,0.261093,1.398065,0.127721,0.403708,-0.100632,0.892351,8.345913
158,89.758324,1000.0,0.925278,0.959663,0.0,0.0,0.59137,55368.0,0.255804,1.410471,0.128806,0.460438,-0.112798,0.889097,8.376521
159,88.894272,1000.0,0.929727,0.966086,0.0,0.0,0.590537,52301.0,0.264727,1.39932,0.139047,0.42717,-0.106352,0.841514,8.312928
160,88.398849,1000.0,0.925507,0.964985,0.0,0.0,0.588909,45362.0,0.265555,1.364447,0.142113,0.454309,-0.11331,0.958464,8.350538
161,87.703026,1000.0,0.933878,0.966053,0.0,0.0,0.587541,53855.0,0.25444,1.368681,0.128846,0.392463,-0.096216,0.881288,8.348723
162,87.642395,994.599976,0.911146,0.945359,0.058824,0.0,0.587308,51212.0,0.256706,1.364488,0.132303,0.428664,-0.104171,0.895283,8.35308
163,88.841393,992.869995,0.922735,0.957181,0.055556,0.0,0.58648,43743.0,0.262587,1.399724,0.13448,0.428407,-0.106169,0.86948,8.34219
164,89.179924,992.869995,0.931004,0.963587,0.0,0.0,0.585791,61705.0,0.254184,1.400542,0.139063,0.489505,-0.12082,0.984191,8.3224
165,90.741089,990.929993,0.924964,0.961573,0.0625,0.0,0.585101,51551.0,0.265342,1.390828,0.138438,0.444706,-0.111952,1.046937,8.351236
166,90.197441,996.330017,0.933442,0.964331,0.0,0.0,0.584327,48444.0,0.25841,1.359007,0.142039,0.419641,-0.103306,0.852544,8.355186
167,89.695175,994.119995,0.922896,0.957836,0.052632,0.0,0.584317,48526.0,0.251721,1.369682,0.133674,0.466461,-0.114304,0.956511,8.341333
168,89.947823,1000.0,0.930099,0.963818,0.0,0.0,0.584408,42493.0,0.260494,1.373363,0.14121,0.432632,-0.106236,0.910485,8.330838
169,89.678688,998.539978,0.929737,0.962818,0.083333,0.0,0.583292,37277.0,0.250361,1.362993,0.138376,0.438877,-0.106363,0.843739,8.315411
170,91.024872,1000.0,0.92975,0.9647,0.0,0.0,0.582826,39797.0,0.256245,1.367891,0.143024,0.442991,-0.107889,0.917601,8.359732
171,85.539642,1000.0,0.925073,0.959274,0.041667,0.0,0.581255,42265.0,0.253259,1.359033,0.140111,0.459416,-0.11107,0.923012,8.343909
172,86.918716,1000.0,0.930064,0.96326,0.0,0.0,0.580269,41672.0,0.250391,1.363868,0.136546,0.452671,-0.10915,0.906256,8.335258
173,92.031319,1000.0,0.932176,0.964046,0.0,0.0,0.578662,41186.0,0.251066,1.35408,0.138934,0.447114,-0.107895,0.902044,8.355104
174,91.554642,1000.0,0.933028,0.966348,0.0,0.0,0.576948,42600.0,0.253524,1.357806,0.138169,0.43042,-0.10513,0.920472,8.34467
175,91.961678,1000.0,0.931197,0.963738,0.0,0.0,0.575325,34469.0,0.251666,1.347074,0.140971,0.451524,-0.108967,0.900531,8.34873
